species,decimalLongitude,decimalLatitude,year,bioamerica_70_20.bioame_bio_01,bioamerica_70_20.bioame_bio_02,bioamerica_70_20.bioame_bio_03,bioamerica_70_20.bioame_bio_04,bioamerica_70_20.bioame_bio_05,bioamerica_70_20.bioame_bio_06,bioamerica_70_20.bioame_bio_07,bioamerica_70_20.bioame_bio_08,bioamerica_70_20.bioame_bio_09,bioamerica_70_20.bioame_bio_10,bioamerica_70_20.bioame_bio_11,bioamerica_70_20.bioame_bio_12,bioamerica_70_20.bioame_bio_13,bioamerica_70_20.bioame_bio_14,bioamerica_70_20.bioame_bio_15,bioamerica_70_20.bioame_bio_16,bioamerica_70_20.bioame_bio_17,bioamerica_70_20.bioame_bio_18,bioamerica_70_20.bioame_bio_19
Urocyon cinereoargenteus,-123.3156971,44.1492316,1970,121.096771240234,100.838706970215,40.6693534851074,4937.29052734375,264.774200439453,15.8064517974854,248.967742919922,70.1881713867188,180.795700073242,184.419036865234,64.6451644897461,1257.83874511719,313.290313720703,4.29032278060913,0.935483872890472,700.967712402344,45.7419357299805,54.8387107849121,643.419372558594
Urocyon cinereoargenteus,-78.43122,44.22651,1977,69.3548355102539,81.5806427001953,21.5541934967041,10259.61328125,248.258071899414,-132.225799560547,380.483856201172,93.4946212768555,6.80107545852661,191.531616210938,-59.2903213500977,712.806457519531,96.6128997802734,29.2580642700195,0.343548387289047,233.741928100586,128.064514160156,187.935485839844,154.967742919922
Urocyon cinereoargenteus,-79.128442,43.97281,1979,71.6774215698242,84.2903213500977,22.4790325164795,10111.4833984375,251.419357299805,-125.419357299805,376.838714599609,113.091400146484,2.80107545852661,192.435806274414,-54.5161285400391,830.032287597656,113.451614379883,33.1935501098633,0.355483859777451,277.322570800781,146,230.967742919922,175.032257080078
Urocyon cinereoargenteus,-87.935893,41.769753,1988,95.9032287597656,89.1612930297852,23.4977416992188,10267.38671875,278.354827880859,-103.387100219727,381.741943359375,169.698928833008,5.32795715332031,217.166778564453,-33.9677429199219,891.258056640625,153.935485839844,20.7419357299805,0.553548395633698,359.193542480469,108.870964050293,296,125.096771240234
Urocyon cinereoargenteus,-84.4420927,42.5796514,1998,88.3871002197266,92.4193572998047,24.5829029083252,10095.38671875,273.967742919922,-103.677421569824,377.645172119141,155.096771240234,-0.833333492279053,208.973541259766,-37.8064498901367,785.935485839844,122.032257080078,22.2580642700195,0.456129044294357,281.612915039063,114.290321350098,242.806457519531,131.290328979492
Urocyon cinereoargenteus,-84.380991,42.6691505,1990,88.1935501098633,92.6128997802734,24.5716133117676,10108.2255859375,274,-104.612899780273,378.612915039063,154.82258605957,-6.89784955978394,208.816772460938,-38.2258071899414,773.645141601563,120.451614379883,22.0322589874268,0.454516142606735,276.677429199219,112.709678649902,237.903228759766,128.870971679688
Urocyon cinereoargenteus,-83.7690724,42.2483554,1975,89.7419357299805,87.6451644897461,23.7477416992188,10008.2900390625,270.774200439453,-100.096771240234,370.870971679688,150.048385620117,23.5322570800781,209.161285400391,-35.2903213500977,778.967712402344,117.419357299805,23.5483875274658,0.439354836940765,274.741943359375,117.354835510254,232,142.870971679688
Urocyon cinereoargenteus,-80.67639,41.89083,1979,93.6451644897461,71,21.1464519500732,9404.8388671875,256.903228759766,-81.1935501098633,338.096771240234,128.516128540039,1.8655914068222,206.370651245117,-23.1935482025147,1032.29028320313,149,38.0322570800781,0.384838700294495,347.419342041016,173.645156860352,297.806457519531,193.967742919922
Urocyon cinereoargenteus,-80.545,41.93972,1979,95.0645141601563,71.9677429199219,21.3622589111328,9399.064453125,259.064514160156,-80.1612930297852,339.225799560547,131.838714599609,3.54838728904724,207.930969238281,-21.4516124725342,975.709655761719,140.387100219727,36.2258071899414,0.380967736244202,327.612915039063,164.483871459961,282.129028320313,185
Urocyon cinereoargenteus,-80.69223,42.63417,1978,88.0322570800781,67.0967712402344,19.8122577667236,9603.5166015625,253.193542480469,-87.6774215698242,340.870971679688,97.0698928833008,59.6451606750488,203.623229980469,-30.1935482025147,971.129028320312,136.838714599609,38.8709678649902,0.353870958089829,315.741943359375,176.709671020508,253.645156860352,221.387100219727
Urocyon cinereoargenteus,-76.510119,42.222229,1996,85.6128997802735,86.5483856201172,24.1296768188477,9519.9677734375,257.806457519531,-103,360.806457519531,149.317199707031,-4.62365579605103,198.983871459961,-33.5483856201172,823.677429199219,132.32258605957,27.4516124725342,0.434516131877899,291.516143798828,131.903228759766,239.032257080078,155.870971679688
Urocyon cinereoargenteus,-72.050735,42.596451,1998,85.8387069702149,88.8064498901367,24.2322578430176,9602.322265625,262.870971679688,-105.225807189941,368.096771240234,80.2365570068359,105.376342773438,201.860000610352,-33.7419357299805,1047.93542480469,167.32258605957,33.4516143798828,0.451935470104218,352.612915039063,174.096771240234,256.064514160156,261.064514160156
Urocyon cinereoargenteus,-71.373953,42.865087,1999,90.2258071899414,84.0967712402344,23.3677425384522,9510.1611328125,263.225799560547,-98.2580642700195,361.483856201172,71.3602142333984,125.720428466797,205.28547668457,-28.1290321350098,1151.77416992188,186.290328979492,35.5161285400391,0.465161293745041,392,187.419357299805,262.709686279297,291.709686279297
Urocyon cinereoargenteus,-71.127581,42.634738,1999,92.6774215698242,75.4838714599609,22.3193550109863,9059.4189453125,255.096771240234,-84.7741928100586,339.870971679688,64.4516143798828,136.5,202.328063964844,-19.2903232574463,1312.45166015625,217.064514160156,39,0.485483855009079,452.677429199219,205.580642700195,265.193542480469,345.677429199219
Urocyon cinereoargenteus,-70.839,41.876,1970,97.7741928100586,52.6129035949707,18.5322589874268,7985.935546875,232.483871459961,-53.2580642700195,285.741943359375,70.2634429931641,136.838714599609,195.252258300781,0.74193549156189,1228.90319824219,198.032257080078,37.1612892150879,0.488064527511597,423.548400878906,191.129028320313,269.645172119141,331.483856201172
Urocyon cinereoargenteus,-122.006144,40.456082,1998,139.645156860352,131.967742919922,37.576774597168,7754.48388671875,342.129028320313,-9.58064556121826,351.709686279297,65.0483856201172,227.897857666016,238.33967590332,51.2580642700195,1264.87097167969,360.483856201172,2.32258057594299,1.10096776485443,757.935485839844,27.0322589874268,44.3870964050293,595.548400878906
Urocyon cinereoargenteus,-105.347935,39.881261,1997,31.8709678649902,140.67741394043,37.6148376464844,8308.3544921875,225.838714599609,-149.032257080078,374.870971679688,83.9085998535156,-45.5967750549316,136.612579345703,-65.870964050293,488.483856201172,95.8387069702149,8.77419376373291,0.653225779533386,208.483871459961,46.8387107849121,149.193542480469,59.0967750549316
Urocyon cinereoargenteus,-91.0667,41.41922,1984,99.9032287597656,98.0645141601563,23.9990329742432,10986.7421875,294.516143798828,-116.354835510254,410.870971679688,190.897842407227,-27.537633895874,228.138717651367,-40.8709678649902,980.193542480469,191.612899780273,17.2258071899414,0.642903208732605,425.161285400391,97,355.225799560547,108.806449890137
Urocyon cinereoargenteus,-75.238384,41.228707,1999,90.5806427001953,87.8064498901367,25.1474189758301,9210.2255859375,261.129028320313,-90,351.129028320313,129.392471313477,67.6935501098633,201.699356079102,-23.6774196624756,1079.90319824219,172.032257080078,34.1290321350098,0.459032267332077,375.193542480469,173.387100219727,278.967742919922,234.354843139648
Urocyon cinereoargenteus,-75.4595348,39.9016854,1974,126.74193572998,87.2903213500977,25.6261291503906,9051,294.064514160156,-48.5161285400391,342.580657958984,145.360214233398,106.166664123535,236.28515625,15.1290321350098,1038.45166015625,160.967742919922,30.7096767425537,0.462580651044846,365.677429199219,162.645156860352,271.806457519531,240.225799560547
Urocyon cinereoargenteus,-122.8060184,38.0545449,1999,145.806457519531,80.3548355102539,44.7203216552734,3344.87084960938,243,62.5806465148926,180.419357299805,110.666664123535,180.698928833008,185.531936645508,105.612899780273,715.258056640625,229.032257080078,0.483870953321457,1.24548387527466,479.516143798828,7.16129016876221,11.3870964050293,403.741943359375
Urocyon cinereoargenteus,-122.502947,37.8609376,1992,143.451614379883,86.870964050293,46.1416130065918,3434.87084960938,245.225799560547,56.2258071899414,189,107.177421569824,179.247314453125,183.94580078125,101.838706970215,706.709655761719,228.483871459961,0.483870953321457,1.26516127586365,477.612915039063,6.74193525314331,10.5483875274658,392.774200439453
Urocyon cinereoargenteus,-122.5240411,38.3624197,1985,151.870971679688,107.870964050293,45.0938720703125,4578.58056640625,282.870971679688,43.0645179748535,239.806457519531,103.193550109863,201.591400146484,206.747100830078,96.4193572998047,632.903198242188,218.258071899414,0.25806450843811,1.29935479164124,436.064514160156,6.22580623626709,10.6451616287231,368.516143798828
Urocyon cinereoargenteus,-122.6829396,38.2053817,1977,148.290328979492,94.7419357299805,45.4761276245117,3930,261.870971679688,52.9032249450684,208.967742919922,106.661293029785,190.139785766602,195.209030151367,100.967742919922,699.580627441406,233.290328979492,0.451612889766693,1.27161288261414,473.580657958984,7.38709688186646,12.5161294937134,396.677429199219
Urocyon cinereoargenteus,-122.2482427,37.9001319,1988,133.580642700195,102.387100219727,47.0619354248047,3981.54833984375,252.129028320313,33.9032249450684,218.225799560547,92.9838714599609,175.139785766602,180.870971679688,85.3225784301758,661.806457519531,207.451614379883,0.483870953321457,1.22161293029785,431.516143798828,7.74193525314331,13.290322303772,344.967742919922
Urocyon cinereoargenteus,-122.2944141,38.3778573,1975,155.290328979492,116,45.3487091064453,4918.0322265625,296.096771240234,39.7096786499023,256.387084960938,103.677421569824,209.424728393555,214.413864135742,96.0322570800781,700.354858398438,230,0.483870953321457,1.25580644607544,465.032257080078,7.83870983123779,14.2258062362671,382.935485839844
Urocyon cinereoargenteus,-120.42167,37.95333,1984,161.290328979492,134.580642700195,42.1964530944824,6530.61279296875,339.419342041016,20.0322589874268,319.387084960938,96.870964050293,238.752685546875,243.586135864258,86.4516143798828,781.193542480469,234.548385620117,0.322580635547638,1.19354844093323,491.516143798828,6.87096786499023,13.5161294937134,397.193542480469
Urocyon cinereoargenteus,-121.9138098,37.881538,1976,97.2903213500977,115.645164489746,47.842903137207,4396.7744140625,229.709671020508,-12.6451616287231,242.354843139648,52.6236572265625,143.478500366211,150.026779174805,44.3548393249512,596.129028320313,188,0.290322571992874,1.23000001907349,392.193542480469,6.12903213500977,10.9354839324951,319.903228759766
Urocyon cinereoargenteus,-119.509277,37.73597,1991,82.5806427001953,134.161285400391,40.1751594543457,7165.935546875,267.548400878906,-66.8064498901367,334.354827880859,13.1935482025147,156.973114013672,174.354187011719,1.87096774578094,769.774169921875,211.580642700195,2.09677410125732,1.06451618671417,439.935485839844,26.1935482025147,46.1612892150879,353.741943359375
Urocyon cinereoargenteus,-111.02567,37.854527,1991,113.225807189941,126.032257080078,31.5696773529053,9896,320.354827880859,-79.9032287597656,400.258056640625,136.446243286133,92.1612930297852,236.515808105469,-5.96774196624756,148.451614379883,31.1935482025147,1.90322577953339,0.693548381328583,65.7419357299805,15.4516124725342,37.6451606750488,31.5483875274658
Urocyon cinereoargenteus,-109.5625,39.52083,1996,71.8064498901367,121.838706970215,30.317419052124,9953.3544921875,282.935485839844,-121.064514160156,404,105.424728393555,40.5752677917481,196.592254638672,-47.677417755127,254.129028320313,49.7096786499024,3.83870959281921,0.636451601982117,102.645164489746,31.6129035949707,61.1935501098633,46.8387107849121
Urocyon cinereoargenteus,-108.754833,39.154622,1976,120.903228759766,124.870964050293,30.4977416992188,10071.87109375,335.516143798828,-75.6128997802734,411.129028320313,116.580642700195,120.333335876465,247.463226318359,0.25806450843811,184.451614379883,32.6451606750488,3,0.569999992847443,71.4838714599609,24.7419357299805,43.2580642700195,38.5161285400391
Urocyon cinereoargenteus,-80.233295,39.072755,1988,111.709678649902,89.129035949707,27.0364513397217,8572.193359375,269.838714599609,-61.7419357299805,331.580657958984,171.392471313477,64.3548355102539,213.87548828125,4.35483884811401,1131.35485839844,168.225799560547,40.9677429199219,0.400645166635513,387.096771240234,185,341.483856201172,255.709671020508
Urocyon cinereoargenteus,-121.971905,37.544659,1999,150.967742919922,103.580642700195,48.0629043579102,3829.22583007813,267.741943359375,51.5483856201172,216.193542480469,112.607528686523,188.645156860352,196.381607055664,104.483871459961,476.806457519531,146.419357299805,0.25806450843811,1.20290327072144,308.838714599609,5.38709688186646,10.2580642700195,250.064514160156
Urocyon cinereoargenteus,-118.2360472,35.7002655,1973,144.709671020508,139.096771240234,39.6583862304688,7850.7744140625,337.612915039063,-13.5483875274658,351.161285400391,71.5645141601563,211.919357299805,244.377426147461,54.9354820251465,246.516128540039,78.2258071899414,0.354838699102402,1.17838704586029,153.129028320313,6.22580623626709,18.6451606750488,118.322578430176
Urocyon cinereoargenteus,-117.23514,36.070504,1973,222.612899780273,133.064514160156,34.7558059692383,9218.7099609375,426.612915039062,43.4516143798828,383.161285400391,152.037628173828,247.951614379883,337.704833984375,113.870964050293,89.7419357299805,30.3870964050293,0.161290317773819,1.07129037380219,50.9354820251465,3.32258057594299,15.0645160675049,34.7096786499023
Urocyon cinereoargenteus,-111.279488,37.228552,1971,149.129028320313,127.032257080078,31.6758060455322,10038.6455078125,356.322570800781,-45.4516143798828,401.774200439453,181.537628173828,119.731178283691,273.790008544922,27.7419357299805,161.806457519531,36.4193534851074,1.58064520359039,0.752258062362671,74.0322570800781,14.9354839324951,44.0967750549316,32.2903213500977
Urocyon cinereoargenteus,-108.7692756,35.7436816,1979,114.322578430176,132.258071899414,35.4825820922852,8906.2255859375,308.741943359375,-64.3225784301758,373.064514160156,173.198928833008,93.5806427001953,224.381942749023,6.77419376373291,203.451614379883,47.677417755127,1.90322577953339,0.788709700107575,97.4193572998047,18.7419357299805,75.8064498901367,36.8064498901367
Urocyon cinereoargenteus,-108.1270056,36.9305302,1977,107.548385620117,132.290328979492,34.3029022216797,9152.1611328125,307.258056640625,-79.2580642700195,386.516143798828,127.838706970215,95.6827926635742,221.55322265625,-2.5806450843811,288.612915039063,58.7419357299805,3.67741942405701,0.687096774578095,120.870964050293,30.9677410125732,73.4193572998047,63.7741928100586
Urocyon cinereoargenteus,-108.478114,37.27373,1990,65.129035949707,130.483871459961,34.5993537902832,8856.1611328125,262.741943359375,-115.290321350098,378.032257080078,64.4354858398438,51.7849464416504,176.381607055664,-40.677417755127,480.548400878906,96.2903213500977,6.12903213500977,0.68677419424057,199.32258605957,51.4516143798828,114.354835510254,118
Urocyon cinereoargenteus,-106.5213827,36.6426014,1993,67.0645141601563,137.806457519531,36.2777404785156,8677.61328125,257.645172119141,-123.096771240234,380.741943359375,103.559143066406,56.2311820983887,174.188064575195,-38.322582244873,567.903198242188,101.838706970215,10.3548383712769,0.602580666542053,221.129028320313,71.2903213500977,173.806457519531,124.25806427002
Urocyon cinereoargenteus,-106.47309,36.33168,1992,96.4516143798828,136.516128540039,35.8380661010742,8853.9677734375,288.451599121094,-93.1612930297852,381.612915039063,179.403228759766,53.381721496582,205.365798950195,-11.4516124725342,321.193542480469,63.2580642700195,5.25806474685669,0.669677436351776,139.612899780273,34.8387107849121,122.935485839844,50.3548393249512
Urocyon cinereoargenteus,-107.61383,36.79925,1997,98.6128997802734,133.161285400391,34.6651611328125,9034.0322265625,295.451599121094,-89.6451644897461,385.096771240234,120.779571533203,88.5645141601563,211.085800170898,-10.2580642700195,337.774200439453,66.7741928100586,4.5806450843811,0.665483891963959,139,38.1935501098633,88.3225784301758,79.4838714599609
Urocyon cinereoargenteus,-105.6467483,36.6694234,1998,72.8064498901367,139.516128540039,36.9493560791016,8622.9677734375,262.193542480469,-116.225807189941,378.419342041016,161.962371826172,8.30645084381104,179.074188232422,-31.9032249450684,359.612915039063,72.7096786499024,5.67741918563843,0.680967748165131,157.774200439453,37.9032249450684,141.774200439453,50.9677429199219
Urocyon cinereoargenteus,-104.23153,35.727,1997,134.870971679688,136.838714599609,37.4025802612305,8515.7421875,319.322570800781,-47.1935501098633,366.516143798828,217.467742919922,51.7258071899414,239.117736816406,30.4193553924561,423.774200439453,105.032257080078,1.74193549156189,0.93677419424057,226.451614379883,17.7096767425537,203.419357299805,25.2580642700195
Urocyon cinereoargenteus,-105.9,35.586667,1997,88.6128997802734,134.838714599609,37.124195098877,8492.2255859375,274.064514160156,-89.5483856201172,363.612915039063,180.645156860352,37.8870964050293,193.312255859375,-14.6774196624756,480.064514160156,103.709678649902,5.25806474685669,0.773225784301758,234.516128540039,41.4516143798828,209.064514160156,66.9677429199219
Urocyon cinereoargenteus,-104.464788,36.88985,1997,90.3548355102539,138.580642700195,37.576774597168,8537.5166015625,279.967742919922,-89.5161285400391,369.483856201172,185.026885986328,5.92473125457764,196.225799560547,-12.1612901687622,419.225799560547,101.870964050293,3.77419352531433,0.870000004768372,221.612899780273,24.8064517974854,207.354843139648,32.4193534851074
Urocyon cinereoargenteus,-105.358056,35.910833,1997,81.8064498901367,134.645156860352,37.4393539428711,8324.4833984375,265.967742919922,-94.1612930297852,360.129028320313,173.00537109375,22.537633895874,184.537414550781,-19.0645160675049,463.193542480469,104.032257080078,4.70967721939087,0.801290333271027,229.129028320313,36.6451606750488,217.903228759766,54.7741928100586
Urocyon cinereoargenteus,-88.018497,36.75559,1983,145.225799560547,94.6128997802734,27.5761299133301,8973.064453125,311.322570800781,-33.9032249450684,345.225799560547,123.091400146484,152.338714599609,251.520324707031,31.8387088775635,1293.09680175781,212,40.5161285400391,0.46290323138237,470.290313720703,201.516128540039,310.741943359375,348
Urocyon cinereoargenteus,-88.255712,35.817925,1992,150.741928100586,94.1935501098633,28.5699996948242,8571.4833984375,310.064514160156,-21.7096767425537,331.774200439453,106.204299926758,173.67741394043,252.140640258789,42.6129035949707,1367.12902832031,227.741928100586,41.1290321350098,0.486774206161499,514.548400878906,201.838714599609,303.838714599609,399.870971679688
Urocyon cinereoargenteus,-87.06841,36.087856,1978,149.741928100586,94.0645141601563,28.6958065032959,8527,307.709686279297,-22.0967750549316,329.806457519531,106.82795715332,168.586029052734,250.774520874023,42.3548393249512,1183.9677734375,202.032257080078,37.0967750549316,0.478387087583542,442.193542480469,183,265.032257080078,332.709686279297
Urocyon cinereoargenteus,-85.073975,36.018343,1985,130.645156860352,93.3871002197266,29.7616138458252,8087.41943359375,282.451599121094,-33.322582244873,315.774200439453,83.1505355834961,149.268814086914,227.177734375,29.7741928100586,1409.38708496094,221.612899780273,47.3225822448731,0.430645167827606,501.741943359375,227.258071899414,333.774200439453,411.580657958984
Urocyon cinereoargenteus,-83.927597,35.9534,1975,146.193542480469,94.0322570800781,30.08935546875,8035.38720703125,297.548400878906,-16.5806446075439,314.129028320313,87.0161285400391,175.575271606445,242.210327148438,46.3225822448731,1166.51611328125,173.258071899414,40.1935501098633,0.395483881235123,405.322570800781,191,267.774200439453,343.612915039063
Urocyon cinereoargenteus,-81.111504,36.372799,1998,133.032257080078,94.1935501098633,30.2845153808594,7980.61279296875,284.580657958984,-27.9677410125732,312.548400878906,170.290328979492,101.322578430176,228.828704833984,33.6451606750488,1017.80645751953,153.258071899414,32.9354820251465,0.422580629587173,348.354827880859,162.548385620117,271.677429199219,229.258071899414
Urocyon cinereoargenteus,-78.729599,35.916302,1995,152.67741394043,93.8064498901367,30.3132266998291,7897,302.225799560547,-8.54838752746582,310.774200439453,179.435485839844,140.629028320313,247.295486450195,54.4193534851074,1255.74194335938,196.709671020508,38.9032249450684,0.461935490369797,431.322570800781,198.193542480469,346.516143798828,321.580657958984
Urocyon cinereoargenteus,-78.8946,35.7467,2000,156.709671020508,93.7741928100586,30.3129024505615,7876.193359375,305.612915039063,-5.09677410125732,310.709686279297,175.66667175293,144.33332824707,250.774520874023,58.2903213500977,1220.67736816406,191.193542480469,37.1290321350098,0.461290329694748,418.290313720703,192.967742919922,337.322570800781,317.225799560547
Urocyon cinereoargenteus,-118.1943781,35.2287748,1973,132.096771240234,142.032257080078,41.4329032897949,7438.9677734375,320.419342041016,-22.8387088775635,343.258056640625,59.5107536315918,195.693542480469,226.403228759766,46.9677429199219,217.516128540039,73.8064498901367,0.290322571992874,1.25419354438782,142.709671020508,4.03225803375244,12.6774196624756,109.935485839844
Urocyon cinereoargenteus,-118.4674575,34.0772691,1990,184.161285400391,119.354835510254,45.9477424621582,5157.25830078125,323.967742919922,63.5806465148926,260.387084960938,132.021499633789,236.107528686523,249.693878173828,125.451614379883,297.741943359375,104.74193572998,0,1.3570967912674,211.612899780273,2.19354844093323,6.87096786499023,177.903228759766
Urocyon cinereoargenteus,-116.4344719,33.5883169,1998,142.645156860352,146.741928100586,45.1264495849609,6619.806640625,319.709686279297,-5.87096786499023,325.580657958984,88.9892501831055,178.473114013672,226.832901000977,66.7419357299805,224.451614379883,75.7419357299805,0.225806444883347,1.19258069992065,134.354843139648,6.5806450843811,34.5161285400391,103.354835510254
Urocyon cinereoargenteus,-116.016667,33.628634,1994,217.612899780273,148.32258605957,42.7922592163086,7402.9677734375,405.290313720703,58.2903213500977,347,212.634414672852,233.521514892578,310.962585449219,131.67741394043,103.25806427002,36.9354820251465,0.193548381328583,1.13419353961945,59.8709678649902,3.64516139030457,29.0967750549316,36.5161285400391
Urocyon cinereoargenteus,-115.8304694,33.6498951,1978,212.483871459961,148.064514160156,42.465160369873,7511.9033203125,401.129028320313,52.0645179748535,349.064514160156,209.483871459961,221.607528686523,307.134185791016,125.161293029785,88.0967712402344,32.0967750549316,0.129032254219055,1.14967739582062,52,2.61290311813355,27.1612911224365,29.6129035949707
Urocyon cinereoargenteus,-108.51832,33.889891,1975,107.387100219727,133.516128540039,39.0532264709473,7758,284.612915039063,-57.6129035949707,342.225799560547,181.17204284668,85.5860214233399,203.49967956543,14.5806455612183,350.774200439453,79.3871002197266,3.54838705062866,0.805483877658844,170.838714599609,28.8064517974854,136.870971679688,62.2580642700195
Urocyon cinereoargenteus,-108.5154171,35.3783269,1970,86.9032287597656,131.935485839844,36.6212921142578,8517.806640625,275.064514160156,-85.4838714599609,360.548400878906,140.720428466797,67.6505355834961,192.618057250977,-15.3870964050293,389.451599121094,84.5161285400391,3.90322589874268,0.759032249450684,175.967742919922,38.4516143798828,135.225799560547,77.7096786499024
Urocyon cinereoargenteus,-106.372802,35.107546,1989,110.322578430176,135.096771240234,36.9116134643555,8661.935546875,296.548400878906,-69.7741928100586,366.322570800781,200.532257080078,69.0752716064453,216.687423706055,4.77419376373291,295.451599121094,69.0967712402344,2.70967745780945,0.820322573184967,148.806457519531,23.8064517974854,128.161285400391,41.1935501098633
Urocyon cinereoargenteus,-107.177437,33.814748,1973,119.451614379883,135.645156860352,38.4803237915039,8178.29052734375,297.967742919922,-54.8387107849121,352.806457519531,200.392471313477,73.134407043457,219.617416381836,20.2258071899414,412.741943359375,104.064514160156,3,0.920967757701874,222.451614379883,27.7419357299805,184.967742919922,53.9354820251465
Urocyon cinereoargenteus,-107.13,34.03,1973,113.419357299805,135.774200439453,38.2787094116211,8268.12890625,292.967742919922,-62.0322570800781,355,197.784942626953,65.9731216430664,214.758712768555,12.9032258987427,264.741943359375,69.6451644897461,1.70967745780945,0.946774184703827,148.387100219727,17.0322589874268,123.322578430176,33.5483856201172
Urocyon cinereoargenteus,-106.8836998,34.3500259,1990,149.548385620117,135.290328979492,37.0367736816406,8682.2578125,334.096771240234,-31.4838714599609,365.580657958984,235.279571533203,101.419357299805,255.521942138672,43.3548393249512,224.806457519531,61.3548393249512,1.25806450843811,0.970322608947754,129.645156860352,13.7419357299805,104.354835510254,27.5161285400391
Urocyon cinereoargenteus,-106.6638539,35.0783924,1978,141.967742919922,134.935485839844,36.1596794128418,8948.064453125,331.290313720703,-42.1612892150879,373.451599121094,229.311828613281,98.7096786499023,251.370651245117,32.5483856201172,222.935485839844,51.0322570800781,2.16129040718079,0.786451637744904,108.387100219727,18.7741928100586,91.129035949707,33.6451606750488
